Company,Date of Tweet,Number of Retweets,Number of Favorites,Number of Followers,Tweet
Tandem,Wed Jun 01 16:35:06 +0000 2016,0,499,4604,
Tandem,Wed Jun 01 16:34:30 +0000 2016,0,499,4604,
Tandem,Wed Jun 01 14:01:18 +0000 2016,4,499,4604,
Tandem,Tue May 31 18:00:21 +0000 2016,3,499,4604,
Tandem,Thu May 26 19:30:17 +0000 2016,3,499,4604,
Tandem,Mon May 23 14:02:09 +0000 2016,0,499,4604,
Tandem,Fri May 20 16:01:42 +0000 2016,1,499,4604,
Tandem,Thu May 19 14:01:44 +0000 2016,7,499,4604,
Tandem,Wed May 18 14:01:25 +0000 2016,3,499,4604,
Tandem,Tue May 17 18:15:09 +0000 2016,3,499,4604,
Tandem,Mon May 16 00:00:56 +0000 2016,0,499,4604,
Tandem,Thu May 12 14:01:34 +0000 2016,2,499,4604,
Tandem,Tue May 10 20:01:18 +0000 2016,3,499,4604,
Tandem,Tue May 10 18:01:22 +0000 2016,0,499,4604,
Tandem,Tue May 10 14:01:21 +0000 2016,3,499,4604,
Tandem,Mon May 09 18:21:05 +0000 2016,0,499,4604,
Tandem,Mon May 09 14:02:01 +0000 2016,0,499,4604,
Tandem,Sun May 08 14:01:05 +0000 2016,1,499,4604,
Tandem,Sat May 07 13:00:39 +0000 2016,0,499,4604,
Tandem,Thu May 05 18:01:57 +0000 2016,0,499,4604,
Tandem,Thu May 05 14:01:12 +0000 2016,0,499,4604,
Tandem,Wed May 04 21:00:37 +0000 2016,0,499,4604,
Tandem,Wed May 04 20:00:42 +0000 2016,0,499,4604,
Tandem,Wed May 04 19:00:42 +0000 2016,0,499,4604,
Tandem,Wed May 04 18:00:28 +0000 2016,0,499,4604,
Tandem,Wed May 04 17:30:20 +0000 2016,2,499,4604,
Tandem,Wed May 04 15:01:52 +0000 2016,3,499,4604,
Tandem,Tue May 03 17:55:09 +0000 2016,5,499,4604,
Tandem,Mon May 02 18:00:33 +0000 2016,0,499,4604,
Tandem,Thu Apr 28 20:35:05 +0000 2016,0,499,4604,
Tandem,Thu Apr 28 14:01:28 +0000 2016,1,499,4604,
Tandem,Wed Apr 27 20:46:50 +0000 2016,0,499,4604,
Tandem,Wed Apr 27 14:01:34 +0000 2016,0,499,4604,
Tandem,Tue Apr 26 18:00:31 +0000 2016,3,499,4604,
Tandem,Mon Apr 25 14:02:22 +0000 2016,1,499,4604,
Tandem,Mon Apr 25 03:57:50 +0000 2016,0,499,4604,
